종목명,최종점수,가치점수,우량점수,모멘텀점수(샤프+이익),샤프지수,거래대금(억)
성우하이텍,0.5019,0.2943,0.6511,0.562,1.02,43
대신증권,0.5011,0.6022,0.3596,0.5429,0.94,47
후성,0.5007,0.2439,0.5233,0.7364,1.54,1053
휴온스,0.4996,0.3351,0.6848,0.4802,0.87,29
제닉스로보틱스,0.4983,0.6308,0.5848,0.2807,1.05,147
롯데케미칼,0.4981,0.7902,0.5225,0.1832,0.9,134
DN오토모티브,0.4981,0.1771,0.6293,0.6894,1.82,92
대한유화,0.497,0.1267,0.6737,0.6921,1.2,58
덕산테코피아,0.4965,0.8692,0.3433,0.2786,1.04,40
한국전력공사,0.4965,0.3229,0.5488,0.6192,0.89,981
삼성증권,0.4954,0.5204,0.378,0.5892,1.51,766
한솔홀딩스,0.4951,0.3052,0.6876,0.4939,0.64,35
한양이엔지,0.4946,0.3597,0.6964,0.4292,1.36,52
삼아알미늄,0.4941,0.5191,0.4953,0.4693,2.32,225
티에프이,0.4936,0.1567,0.5932,0.7323,1.62,70
케이아이엔엑스,0.4934,0.3134,0.6588,0.5095,0.83,15
티움바이오,0.4934,0.7343,0.2201,0.5272,1.31,34
코칩,0.4932,0.4973,0.673,0.3106,0.76,464
세아제강,0.493,0.6008,0.6734,0.2064,0.34,20
보령,0.4926,0.6322,0.67,0.1771,0.64,13
삼성전기,0.4925,0.0831,0.6971,0.6989,4.15,27235
케이엔알시스템,0.4923,0.3856,0.4592,0.6335,1.72,10
성우,0.4922,0.654,0.6832,0.141,0.28,14
OCI,0.4922,0.5545,0.485,0.4387,1.79,87
KG모빌리티,0.4903,0.7125,0.5867,0.173,0.59,38
현대차증권,0.4901,0.5272,0.3429,0.6015,1,22
삼성에스디에스,0.4899,0.4278,0.6761,0.3672,0.66,3014
BGF,0.4896,0.5531,0.6747,0.2425,0.71,12
대우건설,0.4891,0.3665,0.4492,0.6533,2.67,3132
세보엠이씨,0.4887,0.1362,0.7332,0.5981,2.03,12
KEC,0.4874,0.5054,0.585,0.3733,1.53,119
iM금융지주,0.4871,0.4101,0.3639,0.6887,1.52,129
상신이디피,0.4868,0.4237,0.5634,0.4748,2.03,63
에브리봇,0.4866,0.7807,0.4993,0.1812,0.35,11
에스에이엠티,0.4854,0.049,0.718,0.6907,3.19,408
한일철강,0.4854,0.1662,0.5945,0.6969,1.29,20
디앤디파마텍,0.4853,0.7779,0.2885,0.391,1.3,1610
KB금융,0.4853,0.4169,0.3681,0.6723,1.31,2453
일진홀딩스,0.4852,0.0109,0.6771,0.7691,1.8,28
성호전자,0.4851,0.3283,0.548,0.5804,3.99,2168
모비스,0.4849,0.5123,0.326,0.6178,1.02,13
에스티팜,0.4844,0.4183,0.6625,0.374,1.28,168
켐트로닉스,0.484,0.3338,0.6825,0.4373,1,89
두산에너빌리티,0.4837,0.5627,0.5091,0.3808,1.4,3561
코미코,0.4835,0.1594,0.678,0.6144,1.54,338
롯데정밀화학,0.483,0.3774,0.691,0.3822,1.22,36
포스코인터내셔널,0.482,0.3188,0.6233,0.5054,1.05,399
한국첨단소재,0.4813,0.9768,0.35,0.1185,0.67,218
우리기술,0.4795,0.5886,0.4125,0.4387,2.14,835
퓨쳐켐,0.4793,0.7166,0.5177,0.205,0.34,18
AP시스템,0.4793,0.4469,0.6061,0.3862,1.14,26
LG유플러스,0.4792,0.3488,0.6006,0.4898,0.91,303
에스바이오메딕스,0.4786,0.8202,0.2602,0.3569,0.69,29
서울바이오시스,0.4778,0.5082,0.2415,0.6853,2.2,95
현대비앤지스틸,0.4778,0.5436,0.5916,0.2997,0.87,19
삼진제약,0.4768,0.4128,0.6956,0.3236,0.21,116
에스비비테크,0.4768,0.3311,0.35,0.7507,2.04,125
동국홀딩스,0.4759,0.4264,0.6729,0.3297,1.12,19
한화비전,0.4747,0.5681,0.4773,0.3801,0.73,457
남해화학,0.4737,0.4292,0.7128,0.2807,0.33,42
F&F,0.4734,0.391,0.7575,0.2732,0.48,89
차바이오텍,0.4734,0.7153,0.4045,0.3018,0.96,52
BGF리테일,0.4732,0.5518,0.5926,0.2766,0.75,124
솔브레인홀딩스,0.4731,0.406,0.685,0.3297,0.92,46
지놈앤컴퍼니,0.473,0.3937,0.3863,0.6403,1.5,51
한화투자증권,0.4726,0.876,0.3567,0.1866,0.41,117
피에스텍,0.4722,0.3747,0.6068,0.4366,1.33,14
에스케이바이오팜,0.4719,0.2425,0.7231,0.4516,0.37,461
필옵틱스,0.4714,0.7411,0.5627,0.1117,0.57,146
티이엠씨,0.4713,0.1281,0.6973,0.5899,2.22,412
한화갤러리아,0.471,0.5109,0.5154,0.3883,1.64,104
두산퓨얼셀,0.471,0.5068,0.4492,0.4584,2.3,645
두산로보틱스,0.4698,0.4223,0.5559,0.4326,1.88,3499
피노,0.4692,0.703,0.2741,0.4319,2.03,228
에이스테크,0.4691,0.4441,0.5383,0.4264,1,15
서울반도체,0.467,0.5027,0.5318,0.3678,1.6,194
금호타이어,0.4665,0.3569,0.6578,0.3862,0.6,39
유니셈,0.4657,0.2248,0.7009,0.4728,1.33,66
이지홀딩스,0.4646,0.4591,0.6283,0.3079,0.73,18
에이비엘바이오,0.4625,0.7711,0.35,0.2677,1.05,475
SKC,0.4619,0.8965,0.3286,0.1621,0.83,1323
아이센스,0.4619,0.282,0.575,0.53,0.44,15
영원무역홀딩스,0.4619,0.2711,0.6206,0.4952,1.26,36
페니트리움바이오,0.4611,0.6267,0.275,0.483,2.07,92
LS증권,0.4608,0.6117,0.345,0.4271,1.09,14
오스코텍,0.4607,0.4114,0.4919,0.4802,1.23,124
씨메스로보틱스,0.4605,0.6281,0.4701,0.2847,0.8,22
포스코엠텍,0.46,0.5014,0.5843,0.2956,1.16,27
코리아써키트,0.4597,0.0327,0.4853,0.8624,3.18,491
하림지주,0.4591,0.158,0.607,0.6138,0.76,85
세아베스틸지주,0.4591,0.2766,0.5668,0.5354,1.95,205
LS,0.4586,0.0545,0.523,0.7997,2.01,1301
쏠리드,0.4582,0.2629,0.6867,0.4264,1.49,511
성도이엔지,0.4579,0.0586,0.6299,0.6866,1.78,21
경인양행,0.4578,0.218,0.6881,0.4687,1.24,40
코리안리,0.4559,0.3869,0.3676,0.6144,1.1,101
이구산업,0.4557,0.03,0.7213,0.6172,0.81,26
아스트,0.4551,0.3011,0.5349,0.5307,0.68,11
KX하이텍,0.4549,0.3256,0.6454,0.3951,1.05,105
보성파워텍,0.4539,0.0082,0.6914,0.6635,1.95,146
원익QnC,0.4539,0.2234,0.5993,0.5402,1.65,195
영원무역,0.4539,0.2807,0.6007,0.4816,1.18,71
엘케이켐,0.4532,0.3992,0.684,0.2779,0.92,33
켄코아에어로스페이스,0.4518,0.1689,0.5925,0.5954,1,689
오리엔탈정공,0.4513,0.124,0.7736,0.4578,0.52,13
테크윙,0.4507,0.2411,0.5313,0.5811,0.95,1605
AP위성,0.4504,0.5995,0.5937,0.1594,0.57,82
유성티엔에스,0.4499,0.2139,0.7073,0.4298,1.4,21
태웅,0.4496,0.4251,0.6751,0.25,0.84,69
세아메카닉스,0.4496,0.3651,0.5857,0.3992,1.62,107
쓰리빌리언,0.4494,0.5722,0.3844,0.3931,0.72,19
안국약품,0.4493,0.4864,0.6156,0.2473,0.7,54
로보스타,0.4493,0.3624,0.5548,0.4319,2.03,1206
현대약품,0.4489,0.4905,0.5423,0.3154,1.38,150
미래에셋증권,0.4483,0.1812,0.3559,0.8093,2.11,1999
진성티이씨,0.4482,0.0763,0.7125,0.5572,1.06,37
LX하우시스,0.4449,0.624,0.5126,0.1996,0.78,14
유비쿼스,0.4449,0.2003,0.6834,0.4523,1.4,14
네패스아크,0.4438,0.3965,0.4771,0.4591,2.13,236
제룡전기,0.4437,0.1213,0.7969,0.4142,1.13,150
태성,0.4435,0.4659,0.5029,0.3631,1.44,205
SK가스,0.4417,0.0913,0.5927,0.6424,0.93,47
한섬,0.4409,0.1076,0.6927,0.5238,1.46,28
대성산업,0.44,0.1989,0.5728,0.5497,1.08,34
GS건설,0.4397,0.6063,0.475,0.2391,0.86,429
동양생명,0.4384,0.7207,0.373,0.2228,0.49,14
토비스,0.4369,0.1962,0.7268,0.389,0.99,10
HLB,0.4362,0.8719,0.4019,0.0361,0.32,466
모베이스전자,0.4359,0.1921,0.5521,0.5647,1.73,66
알루코,0.4349,0.2956,0.7181,0.2922,0.49,23
에이디테크놀로지,0.4347,0.4346,0.5037,0.3672,1.61,98
덕산하이메탈,0.4342,0.3147,0.4838,0.5054,2.15,241
현대그린푸드,0.434,0.2752,0.7357,0.2922,0.2,10
삼보모터스,0.4334,0.1485,0.6612,0.4918,0.74,30
삼표시멘트,0.4333,0.3392,0.5042,0.4578,1.99,243
이랜시스,0.4325,0.1104,0.7177,0.4707,0.94,96
에프에스티,0.432,0.0504,0.535,0.7119,1.32,55
솔루스첨단소재,0.4317,0.5899,0.5456,0.1608,0.8,92
제이아이테크,0.4307,0.1703,0.6647,0.4584,0.66,13
하이록코리아,0.4306,0.2534,0.7161,0.3236,0.78,17
성일하이텍,0.4296,0.515,0.2936,0.4816,1.59,49
SK이노베이션,0.4295,0.5586,0.3947,0.3365,0.86,611
미래에셋생명,0.4291,0.436,0.3376,0.515,1.54,577
롯데지주,0.4284,0.7657,0.4916,0.0293,0.31,101
피엔티,0.428,0.2466,0.6816,0.3569,1.13,80
유안타증권,0.4274,0.5381,0.3305,0.4149,1.37,59
천보,0.4253,0.0572,0.6729,0.547,0.78,33
인벤티지랩,0.4251,0.9482,0.2227,0.1056,0.64,41
선도전기,0.424,0.5395,0.3659,0.3678,1.43,124
유니트론텍,0.424,0.1403,0.7254,0.4074,0.77,97
사피엔반도체,0.4238,0.2384,0.2762,0.7582,1.59,39
엑스게이트,0.4227,0.4401,0.5603,0.2691,1.21,591
휴스틸,0.4222,0.4837,0.5923,0.1921,0.75,34
금호석유화학,0.4222,0.109,0.7051,0.4537,0.81,124
엘앤씨바이오,0.422,0.3106,0.5923,0.3644,1.4,297
기가비스,0.4212,0.2575,0.491,0.5163,2.62,227
케이씨씨,0.4199,0.3243,0.5593,0.3774,1.3,214
한국콜마,0.4196,0.1008,0.6961,0.4632,0.47,166
LF,0.419,0.0858,0.5942,0.5783,1.32,11
헥토이노베이션,0.4187,0.1553,0.7233,0.3787,0.51,11
제넥신,0.4169,0.6471,0.4657,0.139,0.32,11
넥스트바이오메디컬,0.4156,0.3828,0.5804,0.2847,0.56,37
동국제강,0.4152,0.2997,0.6733,0.2738,0.97,38
케이씨에스,0.4144,0.0654,0.6908,0.4884,0.76,201
와이제이링크,0.4123,0.4496,0.4983,0.2902,1.31,64
삼익THK,0.4121,0.6975,0.5359,0.0041,0.15,29
한국금융지주,0.4119,0.1458,0.3978,0.6935,1.59,739
HS효성첨단소재,0.4104,0.4564,0.5675,0.2084,0.58,37
GS,0.4103,0.1376,0.6076,0.4871,1.46,209
오픈엣지테크놀로지,0.4101,0.5668,0.3031,0.3617,0.56,29
삼화콘덴서공업,0.4101,0.0041,0.6961,0.5313,1.76,2393
비에이치,0.4098,0.2684,0.5352,0.4271,1.87,270
아주IB투자,0.4083,0.2779,0.3998,0.5484,2.27,1491
한미글로벌,0.4081,0.1322,0.7193,0.374,0.78,35
KH바텍,0.4079,0.0559,0.7044,0.4646,0.67,29
심텍,0.4076,0.3556,0.3508,0.5177,2.32,1286
CJ대한통운,0.4059,0.3583,0.6139,0.2466,0.48,63
빅텍,0.4037,0.5559,0.5821,0.0743,0.31,32
유니퀘스트,0.4024,0.0872,0.7166,0.4046,0.64,28
하이비젼시스템,0.4019,0.3447,0.6893,0.173,0.5,18
신성이엔지,0.4016,0.2452,0.5446,0.4162,1.82,220
우리넷,0.4004,0.2207,0.584,0.3978,1.45,74
엔젤로보틱스,0.3994,0.4142,0.4195,0.3658,0.8,41
슈프리마,0.3988,0.0341,0.7261,0.4373,0.7,16
한국단자공업,0.3982,0.0668,0.7127,0.4162,1.04,22
대덕전자,0.3975,0.0954,0.5847,0.5136,3.43,2017
노바텍,0.3974,0.2888,0.7132,0.1914,0.37,12
LS머트리얼즈,0.3966,0.252,0.5868,0.3522,1.4,297
와이바이오로직스,0.3959,0.2875,0.4075,0.4939,1.27,22
펄어비스,0.3935,0.4033,0.6109,0.1676,0.57,245
SV인베스트먼트,0.3932,0.0259,0.3988,0.7561,1.51,34
아이쓰리시스템,0.3931,0.1621,0.6477,0.3706,0.42,54
대양전기공업,0.3929,0.0409,0.7093,0.4298,0.49,14
오늘이엔엠,0.3926,0.3924,0.35,0.4366,1.58,17
명신산업,0.3919,0.2793,0.6027,0.295,0.9,23
대성하이텍,0.3895,0.0722,0.4237,0.6737,1.27,24
다우기술,0.3894,0.1785,0.5775,0.4135,0.93,28
파워넷,0.3893,0.0695,0.5813,0.5184,1.69,93
한국무브넥스,0.3893,0.1744,0.6691,0.3256,0.49,15
예스티,0.3882,0.0477,0.6881,0.4298,0.89,105
나노신소재,0.3873,0.1226,0.6761,0.3644,0.99,66
현대바이오,0.3869,0.346,0.5087,0.3072,1.36,390
인터플렉스,0.3862,0.0463,0.719,0.3944,1.11,17
나무기술,0.3859,0.1826,0.4947,0.4816,1.71,538
컨텍,0.3857,0.2289,0.5519,0.3774,1.37,49
SGC에너지,0.3856,0.3324,0.4106,0.4149,1.55,59
코스텍시스,0.3854,0.2193,0.4679,0.47,2.15,132
진흥기업,0.3842,0.3025,0.5385,0.3127,0.97,22
코스메카코리아,0.3838,0.0177,0.7241,0.4108,1.07,51
아이씨티케이,0.3819,0.4005,0.5079,0.2384,0.6,533
에스티아이,0.3819,0.0599,0.6903,0.3965,1.01,59
텔레칩스,0.3798,0.154,0.5171,0.4693,0.7,48
비나텍,0.3791,0.1499,0.4968,0.4918,2.37,195
오름테라퓨틱,0.3791,0.312,0.3584,0.468,2.17,194
교보증권,0.3785,0.139,0.3634,0.6342,1.18,12
서흥,0.3764,0.1144,0.6677,0.3481,0.56,11
티에이치엔,0.3761,0.0232,0.5573,0.549,1.89,66
파트론,0.3727,0.2084,0.6913,0.2193,0.57,18
흥아해운,0.3724,0.2507,0.5876,0.28,0.65,406
지니너스,0.3723,0.1853,0.398,0.5347,1.11,11
계룡건설산업,0.3707,0.3297,0.4838,0.2997,0.59,18
코오롱,0.3703,0.4373,0.4491,0.2255,1.04,50
디아이씨,0.3699,0.094,0.5564,0.4605,0.94,197
롯데에너지머티리얼즈,0.3686,0.1866,0.5402,0.3801,1.76,236
선익시스템,0.3684,0.0817,0.2901,0.7343,1.59,97
KG케미칼,0.3675,0.0313,0.7032,0.3692,0.57,15
인피니트헬스케어,0.367,0.4687,0.5373,0.096,0.34,11
우리로,0.3654,0.1022,0.4848,0.5102,2.4,382
에코프로에이치엔,0.3645,0.2834,0.5851,0.2262,0.55,108
우리금융지주,0.363,0.2112,0.3517,0.5272,1.47,778
아진엑스텍,0.3626,0.1253,0.5493,0.4142,1.92,54
넥스틴,0.3625,0.1839,0.7016,0.203,0.66,83
파세코,0.3613,0.1512,0.5521,0.3815,0.77,13
삼성카드,0.3607,0.4414,0.3577,0.2841,0.19,120
네오셈,0.3605,0.0381,0.6965,0.3481,1.01,101
액트로,0.3601,0.015,0.5834,0.483,1.97,10
S-Oil,0.3563,0.173,0.5156,0.3815,1.45,430
BNK금융지주,0.356,0.233,0.3471,0.4891,1.42,248
우진엔텍,0.3557,0.2098,0.6866,0.1717,0.44,19
제주은행,0.3541,0.5,0.3292,0.2343,0.51,283
서울보증보험,0.3531,0.421,0.4024,0.2371,0.54,34
앱클론,0.3497,0.0272,0.35,0.673,2.04,111
GRT,0.3481,0.0014,0.6147,0.4292,0.52,26
뷰웍스,0.3455,0.0218,0.6862,0.3297,1.05,15
셀비온,0.3436,0.4074,0.2587,0.3658,0.71,17
한온시스템,0.3408,0.3215,0.4068,0.295,1.27,1442
와이씨켐,0.3404,0.2044,0.4357,0.3822,0.37,92
웨이비스,0.3387,0.3978,0.3815,0.2377,0.87,25
메디포스트,0.3387,0.3365,0.4162,0.2643,1.02,38
알에스오토메이션,0.3345,0.0613,0.514,0.4292,0.65,34
두산밥캣,0.3336,0.0708,0.6155,0.3154,0.93,205
아세아제지,0.333,0.045,0.6949,0.2602,0.37,13
인터로조,0.3329,0.1294,0.685,0.1853,0.51,20
유진로봇,0.3306,0.1158,0.4791,0.3978,1.7,102
뉴로메카,0.3291,0.267,0.1573,0.564,1.72,165
SNT모티브,0.3288,0.0368,0.7067,0.2439,0.4,27
하이젠알앤엠,0.3264,0.4728,0.4107,0.0967,0.61,60
동운아나텍,0.3262,0.1608,0.3475,0.4714,2,48
제이에스코퍼레이션,0.3261,0.0354,0.5038,0.4401,0.67,18
나노팀,0.3249,0.2398,0.4533,0.2827,1.17,262
플리토,0.3242,0.2302,0.4618,0.2813,0.38,17
한화손해보험,0.3241,0.2057,0.3964,0.3713,0.52,92
상아프론테크,0.3197,0.0777,0.6733,0.2091,0.68,15
삼성화재해상보험,0.3196,0.2343,0.3869,0.3386,0.72,1321
이노스페이스,0.3191,0.4046,0.35,0.2037,0.92,72
일진파워,0.3189,0.1526,0.5516,0.2534,0.91,42
신흥에스이씨,0.3178,0.0531,0.4904,0.4108,1.66,27
삼화전기,0.3175,0.1049,0.6598,0.1887,0.61,116
다날,0.3173,0.1935,0.5822,0.1771,0.57,59
아스플로,0.3172,0.0245,0.441,0.4871,2.23,32
레이크머티리얼즈,0.317,0.0123,0.578,0.3617,1.1,110
우진,0.317,0.0027,0.5881,0.361,1.32,59
인탑스,0.3138,0.0995,0.6768,0.1662,0.53,35
송원산업,0.3134,0.064,0.6817,0.1955,0.21,19
케이프,0.3128,0.2125,0.3657,0.361,1.23,12
성광벤드,0.3119,0.0068,0.7003,0.2296,0.33,66
CJ CGV,0.3098,0.3501,0.284,0.2963,0.28,21
DB손해보험,0.3087,0.0981,0.4093,0.4196,1.1,461
아바텍,0.3083,0.0191,0.5899,0.3168,1.15,123
금양그린파워,0.308,0.2861,0.4338,0.205,0.5,12
펨트론,0.3074,0.2275,0.3712,0.3243,1.22,40
파인엠텍,0.3067,0.0845,0.537,0.2997,1.24,35
더블유씨피,0.3037,0.1117,0.4774,0.3229,1.45,109
현대코퍼레이션,0.2998,0.1063,0.6062,0.188,0.26,14
롯데손해보험,0.2971,0.3161,0.3582,0.218,0.66,19
인텔리안테크,0.2962,0.0136,0.4173,0.4584,1.98,286
엘앤케이바이오,0.2933,0.3433,0.4612,0.0763,0.34,13
서연이화,0.2859,0.0054,0.6836,0.1696,0.4,15
비씨엔씨,0.2846,0.0286,0.4841,0.342,1.45,10
동화기업,0.2833,0.188,0.481,0.1819,0.57,10
롯데관광개발,0.2822,0.1035,0.248,0.4959,0.84,114
필에너지,0.2816,0.1717,0.5303,0.1437,0.82,12
엘오티베큠,0.2807,0.0395,0.5535,0.25,1.11,21
라온텍,0.2796,0.2016,0.2197,0.4183,1.9,73
유진증권,0.2775,0.1199,0.3305,0.3828,1.19,59
JB금융지주,0.2747,0.1335,0.3692,0.3222,0.57,276
와이솔,0.2735,0.0926,0.5604,0.1683,0.79,26
에스오에스랩,0.2718,0.4196,0.2126,0.1839,0.59,54
태양금속공업,0.2709,0.0736,0.5696,0.1703,0.24,41
아이텍,0.269,0.1185,0.5783,0.111,0.48,35
이수화학,0.2646,0.1757,0.3599,0.2589,1.22,388
제노코,0.2617,0.0681,0.4113,0.3065,0.72,27
아진산업,0.2604,0.1649,0.3854,0.2316,0.87,22
아이엠티,0.2532,0.2847,0.2861,0.1894,0.86,16
파워로직스,0.2474,0.0886,0.5796,0.0749,0.34,11
호텔신라,0.2421,0.0804,0.4742,0.1723,0.86,200
넥스트칩,0.2409,0.2371,0.1541,0.3324,0.84,27
아바코,0.2365,0.0163,0.5869,0.1069,0.4,18
가온칩스,0.2288,0.079,0.4487,0.1594,0.88,74
성신양회,0.2148,0.0749,0.5014,0.0688,0.4,10
티로보틱스,0.2017,0.0095,0.2903,0.3059,1.15,46
